Key,brazilian
actionPerkLockPicking2,"[decea3]+40[-] para Arrombamento\nGazua e Grampos têm [decea3]40%[-] mais durabilidade"
actionPerkLockPicking3,"[decea3]+60[-] para Arrombamento\nGazua e Grampos têm [decea3]60%[-] mais durabilidade"
actionPerkLockPicking4,"[decea3]+70[-] para Arrombamento\nGazua e Grampos têm [decea3]80%[-] mais durabilidade"
actionPerkLockPicking5,"[decea3]+100[-] para Arrombamento\nGazua e Grampos têm [decea3]100%[-] mais durabilidade"
actionPerkLooting,"Saqueador"
actionPerkLooting1,"Tempo do saque [decea3]-10%[-]\nEstágio de saque do jogo [decea3]+5%[-]"
actionPerkLooting2,"Tempo do saque [decea3]-20%[-]\nEstágio de saque do jogo [decea3]+10%[-]"
actionPerkLooting3,"Tempo do saque [decea3]-30%[-]\nEstágio de saque do jogo [decea3]+15%[-]"
actionPerkLooting4,"Tempo do saque [decea3]-40%[-]\nEstágio de saque do jogo [decea3]+20%[-]"
actionPerkLooting5,"Tempo do saque [decea3]-50%[-]\nEstágio de saque do jogo [decea3]+25%[-]"
actionPerkButcher,"Esfolar Animais"
actionPerkButcher1,"Recursos de cadáveres de animais [decea3]+10%[-]"
actionPerkButcher2,"Recursos de cadáveres de animais [decea3]+20%[-]"
actionPerkButcher3,"Recursos de cadáveres de animais [decea3]+30%[-]"
actionPerkButcher4,"Recursos de cadáveres de animais [decea3]+40%[-]"
actionPerkButcher5,"Recursos de cadáveres de animais [decea3]+50%[-]"
attStrengthName,"Força"
attStrengthDesc,"Domine as habilidades de [decea3]Força[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Metralhadoras[-], [decea3]Clubes[-] e [decea3]Marretas[-]"
attStrengthDesc01,"EXP de habilidade [decea3]+10%[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attStrengthDesc02,"EXP de habilidade [decea3]+20%[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attStrengthDesc03,"EXP de habilidade [decea3]+30%[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attStrengthDesc04,"EXP de habilidade [decea3]+40%[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attStrengthDesc05,"EXP de habilidade [decea3]+50%[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attStrengthDesc06,"EXP de habilidade [decea3]+60%[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attStrengthDesc07,"EXP de habilidade [decea3]+70%[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attStrengthDesc08,"EXP de habilidade [decea3]+80%[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attStrengthDesc09,"EXP de habilidade [decea3]+90%[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attStrengthDesc10,"EXP de habilidade [decea3]+100%[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
skillStrengthGeneralName,"Vantagens de Força Geral"
skillStrengthConstructionName,"Vantagens de Construção"
perkMachineGunner1,"Metralhadoras têm mais dano, cadência de tiro e recarga mais rápida em [decea3]5%[-]"
perkMachineGunner2,"Metralhadoras têm mais dano, cadência de tiro e recarga mais rápida em [decea3]10%[-]"
perkMachineGunner3,"Metralhadoras têm mais dano, cadência de tiro e recarga mais rápida em [decea3]15%[-]\n\n[decea3]Comando Adrenaline:[-]\n [decea3]+2[-] vigor em cada tiro bem sucedido"
perkMachineGunner4,"Metralhadoras têm mais dano, cadência de tiro e recarga mais rápida em [decea3]20%[-]\n\n[decea3]Comando Adrenaline:[-]\n [decea3]+4[-] vigor em cada tiro bem sucedido"
perkMachineGunner5,"Metralhadoras têm mais dano, cadência de tiro e recarga mais rápida em [decea3]25%[-]\n\n[decea3]Comando Adrenaline:[-]\n [decea3]+6[-] vigor em cada tiro bem sucedido"
perkPummelPete1,"Os porretes causam [decea3]5%[-] a mais de dano, [decea3]10%[-] de dano extra para atordoar e ataques poderosos têm [decea3]10%[-] chance de derrubar inimigos de volta"
perkPummelPete2,"Os porretes causam [decea3]10%[-] a mais de dano, [decea3]20%[-] de dano extra para atordoar e ataques poderosos têm [decea3]20%[-] de chance de derrubar os inimigos de volta"
perkPummelPete3,"Os porretes causam [decea3]15%[-] a mais de dano, [decea3]30%[-] de dano extra para atordoar e ataques poderosos têm [decea3]30%[-] de chance de derrubar os inimigos. Cada [decea3]5º[-] acerto sucessivo causa 100% de dano extra"
perkPummelPete4,"Os porretes causam [decea3]20%[-] a mais de dano, [decea3]40%[-] de dano extra para atordoar e ataques poderosos têm [decea3]40%[-] chance de derrubar os inimigos. Cada [decea3]4º[-] acerto sucessivo causa 100% de dano extra"
perkPummelPete5,"Os porretes causam [decea3]25%[-] a mais de dano, [decea3]50%[-] de dano extra para atordoar e ataques poderosos têm [decea3]50%[-] de chance de derrubar os inimigos. Cada [decea3]3º[-] acerto sucessivo causa 100% de dano extra"
perkSkullCrusher1,"Marretas causam [decea3]5%[-] mais dano. Ataques poderosos têm [decea3]10%[-] de chance de derrubar inimigos"
perkSkullCrusher2,"Marretas causam [decea3]10%[-] mais dano. Ataques poderosos têm [decea3]20%[-] chance de derrubar inimigos"
perkSkullCrusher3,"Marretas causam [decea3]15%[-] mais dano. Ataques poderosos têm [decea3]30%[-] chance de derrubar inimigos e [decea3]10%[-] chance de derrubar inimigos próximos"
perkSkullCrusher4,"Marretas causam [decea3]20%[-] mais dano. Ataques poderosos têm [decea3]40%[-] de chance de derrubar inimigos e [decea3]20%[-] de chance de derrubar inimigos próximos"
perkSkullCrusher5,"Marretas causam [decea3]25%[-] mais dano. Ataques poderosos têm [decea3]50%[-] de chance de derrubar inimigos e [decea3]30%[-] de chance de derrubar inimigos próximos"
perkMiner69r1,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração causam [decea3]10%[-] mais dano"
perkMiner69r2,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração causam [decea3]20%[-] mais dano"
perkMiner69r3,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração causam [decea3]30%[-] mais dano"
perkMiner69r4,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração causam [decea3]40%[-] mais dano"
perkMiner69r5,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração causam [decea3]50%[-] mais dano"
perkMotherLode1,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração colhem [decea3]10%[-] mais de minério, pedra, blocos de terreno e árvores"
perkMotherLode2,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração colhem [decea3]20%[-] mais de minério, pedra, blocos de terreno e árvores"
perkMotherLode3,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração colhem [decea3]30%[-] mais de minério, pedra, blocos de terreno e árvores"
perkMotherLode4,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração colhem [decea3]40%[-] mais de minério, pedra, blocos de terreno e árvores"
perkMotherLode5,"Machados, picaretas, motosserras, brocas e outras ferramentas de mineração colhem [decea3]50%[-] mais de minério, pedra, blocos de terreno e árvores"
perkPackMule1,"Aumenta a capacidade de carga da mochila em [decea3]20[-] unidades"
perkPackMule2,"Aumenta a capacidade de carga da mochila em [decea3]40[-] unidades"
perkPackMule3,"Aumenta a capacidade de carga da mochila em [decea3]60[-] unidades"
perkPackMule4,"Aumenta a capacidade de carga da mochila em [decea3]80[-] unidades"
perkPackMule5,"Aumenta a capacidade de carga da mochila em [decea3]100[-] unidades"
actionPerkStrength,"Levantamento de Peso"
actionPerkStrength1,"Aumenta a capacidade de carga da mochila em [decea3]20[-] unidades"
actionPerkStrength2,"Aumenta a capacidade de carga da mochila em [decea3]40[-] unidades"
actionPerkStrength3,"Aumenta a capacidade de carga da mochila em [decea3]60[-] unidades"
actionPerkStrength4,"Aumenta a capacidade de carga da mochila em [decea3]80[-] unidades"
actionPerkStrength5,"Aumenta a capacidade de carga da mochila em [decea3]100[-] unidades"
actionPerkAssaultRifles,"Metralhadoras"
actionPerkAssaultRifles1,"Dano, Mira, Desmembramento [decea3]+5%[-]\nDano de Tiro na Cabeça [decea3]+10%[-]\nVelocidade de Recarga [decea3]+2%[-]\n[decea3]Desbloqueia fabricação de munição de 5,56mm de ponta oca [-]"
actionPerkAssaultRifles2,"Dano, Mira, Desmembramento [decea3]+10%[-]\nDano de Tiro na Cabeça [decea3]+20%[-]\nVelocidade de Recarga [decea3]+4%[-]\n[decea3]Desbloqueia a fabricação de munição de 5,56 mm perfurante [-]"
actionPerkAssaultRifles3,"Dano, Mira, Desmembramento [decea3]+15%[-]\nDano de Tiro na Cabeça [decea3]+30%[-]\nVelocidade de Recarga [decea3]+6%[-]"
actionPerkAssaultRifles4,"Dano, Mira, Desmembramento [decea3]+20%[-]\nDano de Tiro na Cabeça [decea3]+40%[-]\nVelocidade de Recarga [decea3]+8%[-]"
actionPerkAssaultRifles5,"Dano, Mira, Desmembramento [decea3]+25%[-]\nDano de Tiro na Cabeça [decea3]+50%[-]\nVelocidade de Recarga [decea3]+10%[-]"
actionPerkClubs,"Porretes"
actionPerkClubs1,"Dano, Desmembramento [decea3]+5%[-]\nDano de Tiro na Cabeça [decea3]+10%[-]\nDano Extra em Alvos Atordoados [decea3]+10%[-] [-]"
actionPerkClubs2,"Dano, Desmembramento [decea3]+10%[-]\nDano de Tiro na Cabeça [decea3]+20%[-]\nDano Extra em Alvos Atordoados [decea3]+20%[-]"
actionPerkClubs3,"Dano, Desmembramento [decea3]+15%[-]\nDano de Tiro na Cabeça [decea3]+30%[-]\nDano Extra em Alvos Atordoados [decea3]+30%[-]"
actionPerkClubs4,"Dano, Desmembramento [decea3]+20%[-]\nDano de Tiro na Cabeça [decea3]+40%[-]\nDano Extra em Alvos Atordoados [decea3]+40%[-]"
actionPerkClubs5,"Dano, Desmembramento [decea3]+25%[-]\nDano de Tiro na Cabeça [decea3]+50%[-]\nDano Extra em Alvos Atordoados [decea3]+50%[-]"
actionPerkSledgehammers,"Marretas"
actionPerkSledgehammers1,"Dano, Desmembramento [decea3]+5%[-]\nDano Extra de Tiro na Cabeça [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Dano, Desmembramento [decea3]+10%[-]\nDano Extra de Tiro na Cabeça [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Dano, Desmembramento [decea3]+15%[-]\nDano Extra de Tiro na Cabeça [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Dano, Desmembramento [decea3]+20%[-]\nDano Extra de Tiro na Cabeça [decea3]+40%[-]\n"
actionPerkSledgehammers5,"Dano, Desmembramento [decea3]+25%[-]\nDano Extra de Tiro na Cabeça [decea3]+50%[-]\n"
actionPerkAxes,"Carpinteiro"
actionPerkAxes1,"Dano [decea3]+10%[-]\nEficiência de colheita [decea3]+10%[-]"
actionPerkAxes2,"Dano [decea3]+20%[-]\nEficiência de colheita [decea3]+20%[-]"
actionPerkAxes3,"Dano [decea3]+30%[-]\nEficiência de colheita [decea3]+30%[-]"
actionPerkAxes4,"Dano [decea3]+40%[-]\nEficiência de colheita [decea3]+40%[-]"
actionPerkAxes5,"Dano [decea3]+50%[-]\nEficiência de colheita [decea3]+50%[-]"
actionPerkShovels,"Escavação"
actionPerkShovels1,"Dano [decea3]+10%[-]\nEficiência de colheita [decea3]+10%[-]"
actionPerkShovels2,"Dano [decea3]+20%[-]\nEficiência de colheita [decea3]+20%[-]"
actionPerkShovels3,"Dano [decea3]+30%[-]\nEficiência de colheita [decea3]+30%[-]"
actionPerkShovels4,"Dano [decea3]+40%[-]\nEficiência de colheita [decea3]+40%[-]"
actionPerkShovels5,"Dano [decea3]+50%[-]\nEficiência de colheita [decea3]+50%[-]"
actionPerkMining,"Mineração"
actionPerkMiningDesc,"Você se torna mais habilidoso ao usar ferramentas relacionadas à mineração, como picaretas e picaretas. Use ferramentas de mineração para melhorar essa habilidade."
actionPerkMiningEffect,"[decea3]+0.5%[-] de Dano a Blocos, [decea3]+0.2%[-] Velocidade de Ataque, [decea3]-0.2%[-] Uso de Vigor"
actionPerkMining1,"Dano [decea3]+10%[-]\nEficiência de colheita [decea3]+10%[-]"
actionPerkMining2,"Dano [decea3]+20%[-]\nEficiência de colheita [decea3]+20%[-]"
actionPerkMining3,"Dano [decea3]+30%[-]\nEficiência de colheita [decea3]+30%[-]"
actionPerkMining4,"Dano [decea3]+40%[-]\nEficiência de colheita [decea3]+40%[-]"
actionPerkMining5,"Dano [decea3]+50%[-]\nEficiência de colheita [decea3]+50%[-]"
attFortitudeName,"Robustez"
attFortitudeDesc,"Domine as habilidades de [decea3]Robustez[-] mais rapidamente, melhore o dano de tiro na cabeça e a chance de desmembramento para: [decea3]Escopetas[-], [decea3]Combate Desarmado[-] e [decea3]Armas de punho[-]"
attFortitudeDesc01,"EXP de habilidade [decea3]+10%[-]\nDano de tiro na cabeça [decea3]+5%[-]\nChance de desmembramento [decea3]+2.5%[-]"
attFortitudeDesc02,"EXP de habilidade [decea3]+20%[-]\nDano de tiro na cabeça [decea3]+10%[-]\nChance de desmembramento [decea3]+5%[-]"
attFortitudeDesc03,"EXP de habilidade [decea3]+30%[-]\nDano de tiro na cabeça [decea3]+15%[-]\nChance de desmembramento [decea3]+7.5%[-]"
attFortitudeDesc04,"EXP de habilidade [decea3]+40%[-]\nDano de tiro na cabeça [decea3]+20%[-]\nChance de desmembramento [decea3]+10%[-]"
attFortitudeDesc05,"EXP de habilidade [decea3]+50%[-]\nDano de tiro na cabeça [decea3]+25%[-]\nChance de desmembramento [decea3]+12,5%[-]"
attFortitudeDesc06,"EXP de habilidade [decea3]+60%[-]\nDano de tiro na cabeça [decea3]+30%[-]\nChance de desmembramento [decea3]+15%[-]"
attFortitudeDesc07,"EXP de habilidade [decea3]+70%[-]\nDano de tiro na cabeça [decea3]+35%[-]\nChance de desmembramento [decea3]+17,5%[-]"
attFortitudeDesc08,"EXP de habilidade [decea3]+80%[-]\nDano de tiro na cabeça [decea3]+40%[-]\nChance de desmembramento [decea3]+20%[-]"
attFortitudeDesc09,"EXP de habilidade [decea3]+90%[-]\nDano de tiro na cabeça [decea3]+45%[-]\nChance de desmembramento [decea3]+22,5%[-]"
attFortitudeDesc10,"EXP de habilidade [decea3]+100%[-]\nDano de tiro na cabeça [decea3]+50%[-]\nChance de desmembramento [decea3]+25%[-]"
skillFortitudeSurvivalName,"Vantagens de Sobrevivência"
skillFortitudeRecoveryName,"Vantagens de Recuperação"
perkBoomstick1,"Espingardas têm mais dano, cadência de tiro e velocidade de recarga mais rápida em [decea3]5%[-]."
perkBoomstick2,"Espingardas têm mais dano, cadência de tiro e velocidade de recarga mais rápida em [decea3]10%[-]. Atordoe os inimigos por [decea3]4[-] segundos"
perkBoomstick3,"Espingardas têm mais dano, cadência de tiro e velocidade de recarga mais rápida em [decea3]15%[-]. Atordoe os inimigos por [decea3]6[-] segundos"
perkBoomstick4,"Espingardas têm mais dano, cadência de tiro e velocidade de recarga mais rápida em [decea3]20%[-]. Atordoe os inimigos por [decea3]8[-] segundos"
perkBoomstick5,"Espingardas têm mais dano, cadência de tiro e velocidade de recarga mais rápida em [decea3]25%[-]. Atordoa os inimigos por [decea3]8[-] segundos. [decea3]Tiros nas pernas desmembram os oponentes[-]"
perkBrawler1,"Cause [decea3]5%[-] mais dano com punhos e armas de punho, socos na cabeça negam a habilidade de infecção do alvo."
perkBrawler2,"Cause [decea3]10%[-] mais dano com punhos e armas de punho. Ataques poderosos têm [decea3]30%[-] de chance de atordoar os inimigos"
perkBrawler3,"Cause [decea3]15%[-] mais dano com punhos e armas de punho, ataques poderosos na cabeça têm [decea3]20%[-] chance de nocautear o inimigo."
perkBrawler4,"Cause [decea3]20%[-] mais dano com punhos e armas de punho, ataques poderosos na cabeça têm [decea3]30%[-] chance de nocautear o inimigo."
perkBrawler5,"Cause [decea3]25%[-] mais dano com punhos e armas de punho, [decea3]20%[-] chance maior de decapitar inimigos com socos"
perkWellInsulated1,"Ganhe [decea3]+5[-] resistência ao calor e frio, perca [decea3]15%[-] menos comida e água quando estiver frio ou superaquecido"
perkWellInsulated2,"Ganhe [decea3]+10[-] resistência ao calor e frio, perca [decea3]30%[-] menos comida e água quando estiver frio ou superaquecido"
perkWellInsulated3,"Ganhe [decea3]+15[-] resistência ao calor e ao frio, nunca sofra efeitos severos de temperatura"
perkPainTolerance1,"Reduza a perda de HP em [decea3]4%[-] e tenha [decea3]10%[-] resistência a atordoamento"
perkPainTolerance2,"Reduza a perda de HP em [decea3]8%[-] e tenha [decea3]20%[-] resistência a atordoamento"
perkPainTolerance3,"Reduza a perda de HP em [decea3]12%[-] e tenha [decea3]30%[-] resistência a atordoamento"
perkPainTolerance4,"Reduza a perda de HP em [decea3]16%[-] e tenha [decea3]40%[-] resistência a atordoamento"
perkPainTolerance5,"Reduza a perda de HP em [decea3]20%[-] e tenha [decea3]50%[-] resistência a atordoamento"
perkPhysicianName,"Médico de campo"
perkPhysician1,"Itens de cura médica restauram [decea3]10%[-] mais saúde ao longo do tempo e dão [decea3]40%[-] mais XP quando usados"
perkPhysician2,"Itens de cura médica restauram [decea3]20%[-] mais saúde ao longo do tempo e dão [decea3]60%[-] mais XP quando usados"
perkPhysician3,"Itens de cura médica restauram [decea3]30%[-] mais saúde ao longo do tempo e dão [decea3]80%[-] mais XP quando usados"
perkPhysician4,"Itens de cura médica restauram [decea3]50%[-] mais saúde ao longo do tempo e dão [decea3]100%[-] mais XP quando usados"
actionPerkShotguns,"Espingardas"
actionPerkShotgunsDesc,"Melhora a taxa de disparo de [decea3]Espingardas[-], velocidade de recarga, dano e mira em até [decea3]25%[-]. Use espingardas para melhorar esta habilidade."
actionPerkShotgunsEffect,"Melhora a taxa de disparo de [decea3]Espingardas[-], velocidade de recarga, dano e mira em até [decea3]25%[-]."
actionPerkShotguns1,"Dano, Taxa de tiro, Desmembramento [decea3]+5%[-]\nDano de tiro na cabeça [decea3]+10%[-]\nVelocidade de recarga [decea3]+2%[-]"
actionPerkShotguns2,"Dano, Taxa de tiro, Desmembramento [decea3]+10%[-]\nDano de tiro na cabeça [decea3]+20%[-]\nVelocidade de recarga [decea3]+4%[-]"
actionPerkShotguns3,"Dano, Taxa de tiro, Desmembramento [decea3]+15%[-]\nDano de tiro na cabeça [decea3]+30%[-]\nVelocidade de recarga [decea3]+6%[-]"
actionPerkShotguns4,"Dano, Taxa de tiro, Desmembramento [decea3]+20%[-]\nDano de tiro na cabeça [decea3]+40%[-]\nVelocidade de recarga [decea3]+8%[-]"
